monthly_salary,monthly_expenses,current_savings,annual_return_pct,goal_type,goal_cost,months_to_reach
186698.7,160890.68,134889.4,1.95,car,972258.26,32
300365.92,195201.84,4749492.63,4.97,car,1222124.09,0
280589.87,166115.16,5243506.77,7.53,house,9423893.66,27
235679.42,87042.4,786988.66,13.68,house,9170576.94,42
323675.4,290741.85,4458010.23,5.47,house,4256762.35,0
168441.74,112972.92,761378.25,1.52,property,7714536.1,115
262821.26,140027.82,1081290.76,9.45,car,370530.14,0
281829.33,181263.6,1262767.46,0.97,house,5331537.88,40
108554.98,80954.0,182318.78,0.8,property,582853.17,15
144173.39,129163.13,1353287.32,13.85,car,1480196.64,5
201735.43,78930.56,4624244.66,12.12,car,2214987.95,0
137707.73,115776.07,2197130.02,2.22,property,7543656.91,175
243246.94,158471.74,3998021.9,3.86,car,2480387.25,0
189378.0,159976.99,2749080.44,3.46,house,13789084.28,215
354110.97,221716.93,4896358.25,10.32,house,10225038.36,28
369180.43,206028.19,7466064.06,11.09,house,9775871.41,10
327794.21,149171.2,1959958.82,12.6,property,3740574.61,9
166172.7,123873.11,2785807.0,1.34,property,7592655.21,101
111084.2,96901.38,729893.24,8.79,house,10499868.7,211
45362.67,35651.55,982266.58,12.72,house,14897261.25,202
230073.08,217922.88,422599.91,1.47,house,7036296.91,404
82638.86,39205.8,88526.38,0.37,property,5708642.86,127
304899.73,176443.45,5458613.37,11.98,house,2009957.91,0
115230.18,89356.37,377440.34,9.38,house,8044249.7,145
45930.13,31189.18,267085.82,13.3,car,1335733.01,47
126073.92,56332.34,2537098.95,8.5,car,947118.24,0
223168.46,130444.13,415550.2,10.69,property,2549391.99,21
187450.04,85620.45,3213998.56,12.5,property,2121248.75,0
284762.1,242589.03,5546107.45,8.97,property,5450303.06,0
59061.45,45135.23,629339.93,8.37,car,1999301.33,61
311503.41,282624.66,2800874.47,3.34,car,335284.58,0
30618.78,10984.06,602964.61,9.52,car,785249.27,8
355268.7,294217.37,7080795.13,2.35,car,396827.53,0
214750.04,180255.73,1663090.83,8.78,property,2053394.87,9
225847.01,206278.25,654797.12,2.99,house,5865465.68,192
25697.94,19078.04,7389.52,2.98,car,445235.82,62
329732.26,243990.99,2919950.3,0.94,car,1204413.04,0
311667.15,202504.36,7408759.19,9.98,property,1785943.33,0
384433.19,272916.92,9054932.18,9.75,property,7434150.51,0
313134.44,134572.3,1317652.52,10.66,property,2884752.31,8
343590.6,219649.99,2763336.08,8.52,property,3866836.74,8
214189.93,170299.92,2587860.14,9.86,car,811732.99,0
254212.5,225757.9,1884316.34,10.33,car,1663485.7,0
42770.75,24580.95,304474.4,2.12,car,1712485.57,71
110464.31,86734.92,2620791.45,6.21,house,3312604.66,18
140664.69,115652.05,133712.96,11.08,house,10248626.74,166
129612.94,47207.11,2634569.16,4.64,car,752798.36,0
40548.11,36517.91,961843.03,11.22,property,5896266.65,163
251064.02,145338.84,1938035.39,6.19,car,442157.14,0
206824.07,190732.48,258646.88,13.89,car,576234.2,16
85996.81,58418.35,1641300.28,2.86,property,1086233.85,0
295495.86,158645.16,5118038.64,3.43,car,1632872.72,0
135178.27,94064.22,3139571.99,2.82,house,2580215.62,0
389570.98,229436.53,1568562.7,6.18,property,5070456.65,20
184703.59,81921.04,4227898.45,6.75,house,7269863.38,23
51628.49,46149.37,372012.0,7.52,property,5949861.76,273
117770.85,73982.56,1282109.41,5.25,property,4106332.51,52
146628.97,114211.95,688742.38,12.83,car,328235.4,0
210265.93,165102.33,2480063.32,12.96,house,14601650.6,97
161795.06,104152.44,2489244.41,8.24,house,13447494.34,102
397139.54,168659.8,8884452.06,2.27,house,14420807.83,23
313082.74,250762.51,2619215.33,9.93,property,5663670.46,32
284653.06,210798.06,6329673.5,10.3,car,1350996.23,0
370158.05,209823.56,6276923.61,0.4,property,5340001.53,0
119305.67,74361.13,1950122.16,3.56,property,4837563.47,53
271789.77,121451.01,761428.68,1.29,property,7376621.4,43
171113.43,120069.65,3700138.95,7.26,car,2227213.57,0
83012.97,50316.06,1378354.27,7.01,property,5438645.45,79
165459.67,88485.73,1634512.53,12.27,property,7020634.69,46
61524.15,42671.12,1177622.3,11.4,house,11607855.98,155
373406.41,219855.02,2761119.42,13.82,house,1521310.8,0
46539.77,35732.77,586358.62,9.16,property,3732121.94,125
87032.49,40195.09,280590.1,6.81,property,7613624.84,110
191251.1,160387.43,852083.5,0.83,car,2080192.98,39
92916.24,87319.73,1943693.67,6.17,property,1318965.86,0
261844.78,104184.34,538606.74,1.75,car,1052734.22,4
242545.63,154438.09,3916459.56,1.41,car,885377.65,0
382981.22,286926.99,7254036.55,0.59,car,1449136.0,0
22759.54,16200.04,539071.72,10.66,house,7888629.07,216
148071.39,89978.86,1317664.02,12.46,house,12527437.09,94
377576.6,282822.61,3429323.12,0.8,house,13286545.34,99
326382.68,114838.01,6819112.07,5.63,car,356496.94,0
66699.92,44580.74,1522458.24,10.52,car,1110545.77,0
254973.64,190038.4,2907919.92,5.78,car,306884.04,0
262467.84,240200.76,2029507.81,8.87,car,2433114.67,11
299608.95,226731.37,1679430.31,6.78,property,5094442.59,38
50920.31,30895.89,1138354.2,13.03,property,6928250.0,100
363977.05,287748.12,2567025.07,2.73,car,2213689.19,0
352968.92,289758.25,6071056.68,0.44,house,12257080.27,93
134512.36,101400.43,1771516.95,12.25,car,2272098.87,10
382919.46,244800.85,4968774.38,3.41,car,1957155.55,0
270703.14,109271.78,2825448.25,10.02,car,2343807.65,0
144070.3,83574.3,969389.75,10.07,property,4072267.38,39
361054.14,153036.0,1176370.11,7.48,property,4189690.87,14
322305.38,177165.04,1731214.73,8.06,property,985002.71,0
150425.8,134796.6,2682276.62,10.15,property,5315766.52,55
233521.98,201689.34,4530966.14,3.13,car,940148.31,0
62325.36,34537.14,885818.58,2.63,car,1560245.82,23
68418.64,36810.83,624298.35,10.32,house,2335446.64,40
223529.16,191848.63,5256598.34,4.48,house,12266494.88,111
374891.56,159622.99,5971957.61,8.27,car,1169687.24,0
224551.32,140650.34,779826.06,13.2,car,1399631.86,7
193198.12,137340.54,676366.68,9.31,property,757578.99,2
141652.96,92276.53,2341013.4,3.83,property,4804789.65,41
259809.29,124558.56,1817595.25,13.53,car,2458514.15,5
146594.93,124126.44,740995.44,10.26,car,1840896.31,34
39975.2,34748.8,171752.85,6.83,house,5537873.99,314
329704.62,295885.44,1259681.81,0.3,house,6055036.99,139
277601.5,262108.17,5048222.28,5.47,property,5950659.5,23
127298.35,115057.12,2141999.47,7.67,car,587981.5,0
305861.26,213561.57,5909766.55,11.9,property,2780555.06,0
268760.91,187136.73,2850265.88,6.75,car,761485.96,0
325656.21,152209.45,5089912.71,5.07,property,1264608.81,0
318489.72,275512.22,2878299.54,13.76,property,6812450.68,41
371874.43,151586.67,8694353.56,2.51,car,558163.06,0
215865.37,119393.3,2247528.59,2.08,property,3529954.97,13
32917.27,16278.03,386021.59,9.63,car,1736153.33,55
162641.22,124433.04,3104463.96,9.22,house,13176093.16,106
267118.16,137600.48,4187528.89,5.14,car,556580.8,0
66379.59,48778.75,1447306.34,3.15,property,4797364.32,132
237599.61,122182.01,4250329.95,11.12,car,1144711.73,0
399982.59,308643.44,2864163.48,1.75,house,2357227.07,0
365374.6,302214.08,1621297.3,11.38,car,1166352.4,0
330635.88,271149.44,4206384.01,0.9,property,4542363.39,6
331154.49,245392.23,5988663.09,2.9,property,7232017.24,13
88652.39,62895.46,382845.45,7.77,house,3161111.59,77
68950.08,32664.27,266771.04,7.87,car,486142.72,6
67392.51,35660.53,1562874.53,2.4,property,500641.73,0
134227.99,123184.89,1673371.21,10.96,property,4505767.99,76
73144.92,47124.76,549352.36,12.75,house,9683323.8,133
214024.33,163248.81,3403587.83,0.63,car,713762.03,0
133889.51,113749.4,3076533.22,8.43,car,1601922.91,0
125410.37,98755.98,1270201.44,7.7,house,6654061.23,108
363390.77,214413.5,726090.32,3.56,house,14192690.93,80
74432.7,35151.42,1124651.08,3.77,property,5726022.0,93
93198.42,53429.29,1470264.09,11.49,property,1730323.04,5
332195.77,179324.66,6280764.74,5.31,property,2356232.64,0
122647.59,82036.78,2013321.73,5.69,house,10142396.1,121
157871.4,86846.7,1035332.04,12.16,car,902022.93,0
57219.8,53654.5,305176.89,13.32,car,686609.02,44
296764.42,158451.35,5849890.83,6.85,property,3116751.59,0
237420.07,123268.03,1544487.63,1.39,car,675644.32,0
379673.92,221630.09,3145275.41,10.38,property,4637537.72,8
355168.03,210114.13,5048870.94,3.63,property,4351740.64,0
79086.69,33676.77,718994.15,10.3,car,2320571.62,28
262893.53,150398.87,4905770.88,9.5,house,11041621.3,36
89579.72,84361.5,1716638.89,7.03,house,14360320.35,303
217825.97,170139.53,4829525.7,3.2,property,6934411.06,34
380032.77,225704.83,2852406.58,1.26,car,468725.07,0
111213.96,45172.91,1535597.98,1.18,house,8981156.96,105
207283.2,181292.33,4786582.05,5.94,property,7493310.64,49
71842.79,46603.2,1181305.51,9.47,property,5734114.65,91
174079.15,125297.29,3805591.99,10.44,property,3687341.82,0
223043.43,124243.31,5322112.22,9.26,property,5630585.76,3
36095.27,22349.88,145997.3,13.02,property,7278489.64,167
86429.39,49284.68,276543.92,4.95,car,1229988.99,24
164056.01,94163.26,445839.31,12.8,car,2129798.09,21
343295.28,296841.83,2389868.54,6.76,house,4376390.25,31
300449.77,207702.48,1568082.43,4.27,property,4366467.6,28
359498.79,327592.78,7700411.44,11.88,car,1082636.94,0
253901.49,138917.4,2156493.52,0.07,property,1896182.8,0
154722.28,63560.33,1827131.97,1.19,property,7238824.69,57
176073.24,158090.08,29201.9,10.77,house,4552285.64,132
170236.35,90152.23,1750062.96,2.55,house,2967382.4,15
186657.39,159333.45,724981.62,4.95,house,1578437.95,27
355758.98,275902.35,944887.11,3.99,car,1168001.21,3
302691.12,269576.31,1164604.07,2.79,house,14455934.52,268
393512.91,165777.3,4618908.12,6.94,property,5857407.19,5
143457.33,116004.7,3035900.84,7.03,property,6822971.85,69
167762.43,69762.27,434355.4,0.3,car,1057065.21,7
25186.6,19158.51,31456.96,11.62,house,14681920.11,328
300223.99,183315.9,2085715.84,6.8,house,4844588.54,21
77948.38,51192.12,466692.74,10.73,house,14922470.32,185
113994.66,96025.19,542831.06,9.89,car,1842518.9,48
210886.9,96736.55,5023587.43,8.28,property,1615445.75,0
65775.25,38858.04,432319.64,2.69,car,1237866.55,29
254257.6,102862.77,310938.93,5.7,house,10952144.63,61
392447.25,189577.59,4013095.16,0.86,house,10192287.6,30
135630.2,69381.31,913244.57,4.91,house,4834076.6,51
360140.37,165322.79,4632.22,9.25,house,4361696.94,21
199382.1,178464.76,482161.91,2.59,house,6408346.78,213
135655.54,55365.41,44478.47,7.72,car,1028665.81,12
301691.0,171007.8,5639026.95,7.4,house,4716404.97,0
124859.84,87476.35,261400.09,1.49,property,6069405.78,142
65734.65,46141.58,1439079.04,9.16,car,724440.52,0
189392.52,77496.1,4280958.94,8.67,house,11292233.9,43
396064.95,186625.6,6851316.61,0.61,car,1220067.63,0
290409.19,256998.19,5292569.17,11.85,property,7813446.18,26
360066.95,222913.61,6198848.17,12.75,car,1362205.36,0
219029.85,201828.68,4157459.05,2.34,house,10905534.07,216
68995.01,26029.55,937517.61,11.12,property,1926431.88,18
329522.73,213206.33,4211062.09,7.19,car,664140.08,0
305276.56,177210.07,5710177.36,5.61,house,4293482.05,0
21368.21,14811.13,303657.32,0.12,property,3915807.4,534
288946.53,192162.13,2104063.57,3.08,property,2513859.89,4
65259.29,31608.84,835683.0,4.09,property,1611046.07,21
355768.94,322450.74,2309095.72,11.07,property,7850177.46,72
396023.78,188500.76,1104287.02,9.08,property,5038696.52,18
160261.86,64096.36,2713406.59,7.69,property,1502087.0,0
361367.59,190418.03,8544995.87,8.76,car,2112649.93,0
103326.25,96004.18,438273.33,13.6,property,5429881.95,153
349833.14,319541.14,4897058.41,10.12,property,3364857.33,0
268453.39,234095.51,4086755.4,7.71,house,4478627.01,7
122141.53,85376.72,2367785.77,10.54,car,1281322.99,0
297328.52,181472.13,1058495.65,6.71,house,3950432.84,23
90310.65,78336.48,409345.49,6.87,property,1853049.82,80
127176.81,68179.0,2702007.88,11.44,property,5058665.58,25
46392.57,18242.91,273070.91,12.73,house,2853156.28,60
220175.85,173071.16,4269611.63,8.45,house,6683872.41,29
61813.5,22137.34,1232092.01,13.09,car,846354.48,0
51766.31,22548.44,779456.94,0.19,car,2406758.92,56
60408.8,47824.37,490601.48,9.9,car,606306.22,7
308675.27,273311.63,6041132.44,4.3,house,3585929.87,0
41232.69,31552.28,620950.35,1.72,car,526193.69,0
132760.63,87213.83,2665249.4,1.99,car,352801.91,0
182311.46,79930.07,2867531.51,3.16,property,3385578.56,5
356005.09,300351.14,960433.41,2.37,car,793949.41,0
383457.27,199048.28,702094.38,4.67,house,13964814.7,63
369551.97,327922.64,5361516.57,2.49,property,3011330.49,0
88918.89,53808.97,1905960.41,9.62,property,6631719.09,71
152386.56,62837.14,3350923.23,9.26,house,12444712.1,62
290296.54,114905.67,15179.71,13.06,car,2011124.89,11
75703.85,33208.87,811597.5,11.16,house,12497771.78,125
63002.33,38209.14,1098822.78,2.03,house,14929417.72,374
89111.49,51774.7,682912.9,5.93,property,7796366.49,127
248662.38,182011.54,824890.38,13.22,car,1143007.46,5
228748.92,154004.83,2704368.94,7.51,car,1146179.96,0
240766.3,145207.23,3339196.08,9.71,property,2145004.92,0
53155.08,30140.3,259328.34,11.91,house,9038055.32,151
383893.99,346480.63,548913.65,4.89,car,948334.03,10
74773.29,64453.63,1743987.62,12.78,car,763622.21,0
105343.13,84084.6,296399.7,9.74,car,1130413.72,32
30011.82,27879.41,267718.04,9.82,property,4862053.06,279
201194.1,142114.53,763764.32,2.06,car,473785.24,0
49284.81,34080.94,962486.57,2.1,car,1333482.42,22
73242.71,48814.07,1667764.25,6.58,property,3030027.43,37
316930.83,243132.92,2181262.99,2.18,property,740893.3,0
305430.51,199133.75,79662.95,11.66,property,7611814.72,54
192632.67,149645.55,1193032.84,8.01,house,11076263.01,125
180994.7,80376.2,4227119.6,7.3,car,1934896.42,0
172152.92,66037.53,1620816.83,11.52,property,5038125.54,25
49339.51,37767.22,565331.64,9.14,house,12667924.68,253
82633.26,68751.16,1282429.53,2.73,car,529680.14,0
157826.62,128988.28,1270712.59,3.35,car,1491449.41,7
44821.28,31745.41,813798.29,4.33,property,2012944.4,67
373096.73,184384.81,761469.71,7.98,car,1540226.51,4
320285.77,120878.53,2418134.17,13.21,car,2457191.58,1
305638.18,282789.72,3669243.24,4.4,house,11296789.69,157
390063.28,300970.52,911623.16,5.7,property,4276838.02,34
210827.3,171831.87,119844.25,11.14,house,9415835.75,125
343770.3,180160.26,1250260.76,6.48,property,1199681.49,0
293015.83,258041.82,5678478.22,9.16,property,1707852.7,0
386193.6,254803.0,6754253.87,9.12,house,7540982.8,5
69855.08,36639.33,1045262.38,13.16,car,2259495.85,24
314186.5,183038.95,1574607.03,8.55,car,2407634.43,6
235422.33,222860.83,550357.38,0.21,house,8886336.71,624
388199.91,317884.21,812123.68,1.32,house,3791188.13,41
132331.11,51727.85,1830970.13,4.95,car,694209.76,0
313337.39,158162.21,3558968.49,3.58,house,10278943.12,39
73369.95,31136.72,1001470.71,0.55,house,6912679.39,135
345660.36,311192.52,1070033.73,5.13,property,7640337.19,128
161999.58,123009.61,1967099.02,3.68,property,820066.81,0
391424.02,150398.89,7426948.02,9.8,property,559572.09,0
344162.72,180477.68,1306764.95,5.59,car,790712.84,0
352180.38,264660.15,2949338.47,6.56,property,7250948.87,38
196644.14,78951.35,3453597.09,12.84,house,11870924.78,44
95798.98,52424.3,729493.59,13.95,house,4370575.03,52
301688.21,126285.44,3291384.42,7.63,house,3464436.3,1
101118.65,69865.3,2397266.22,10.84,car,2360211.27,0
157367.25,95689.65,1787980.14,0.76,car,2395819.02,10
279795.15,143229.62,4268693.27,1.17,car,902591.7,0
51049.46,44630.79,553075.1,5.88,car,1773217.68,104
118589.95,100603.34,263102.5,12.62,house,14505437.88,202
132823.89,62316.08,3002696.56,6.74,property,5666228.7,29
81061.88,62256.66,690048.75,9.7,house,12610711.91,199
233145.21,206629.04,1111039.38,10.12,property,5123842.81,80
143018.38,134697.68,3222955.97,10.4,property,5998449.65,59
25390.98,22544.66,569054.06,6.99,house,3033692.83,208
388590.93,230757.72,4856065.68,0.05,house,14234870.56,60
345761.49,252604.99,5301904.37,8.1,car,780970.1,0
392032.16,236044.78,5138000.67,2.33,house,4417853.35,0
99709.97,46334.76,1626377.08,13.37,house,12486021.22,90
26152.68,23223.4,315140.99,12.15,property,4243479.98,201
399638.3,239156.44,3373544.94,11.59,house,8562792.61,25
310730.83,129894.19,1311138.48,6.0,car,1516057.86,2
81809.71,50028.74,559633.28,9.23,property,3781202.54,69
127634.38,92180.85,2833898.55,12.0,car,2073067.48,0
59448.58,43978.55,879259.22,5.76,house,11624239.67,269
257053.76,173984.33,3908400.57,7.05,car,1768962.3,0
343648.0,163962.25,6407360.23,7.72,car,730232.52,0
198438.21,84269.63,4608288.22,12.8,house,13757913.18,45
265046.58,217545.22,2517784.88,13.15,car,1416633.79,0
121691.47,90685.59,897781.34,12.64,house,10589560.96,121
21579.87,19323.38,16922.73,0.37,house,12850389.94,1200
217206.03,172623.9,1654958.61,2.39,property,7946218.44,117
111895.82,104521.24,517389.47,9.02,car,2062929.62,95
239584.37,102379.74,3658588.47,13.68,car,1186861.84,0
140887.48,62704.25,780977.07,9.94,car,1409365.5,8
259947.61,213304.89,5259451.66,8.78,house,12804061.35,69
80440.2,43714.65,180033.72,0.36,car,1683567.08,41
245449.51,90004.13,4168179.92,12.89,car,1557946.44,0
29610.15,23406.87,698857.07,8.88,house,4018494.81,157
267958.63,129438.26,1246515.15,11.77,property,6350217.15,30
318698.32,258857.91,5042503.61,3.85,car,1680363.62,0
262586.9,183183.97,651756.83,6.43,property,1420132.42,10
73897.45,37480.55,320350.21,1.08,house,13821708.25,318
99029.53,40642.02,1890532.7,5.79,house,14449431.84,134
48998.82,37356.79,441288.51,4.39,house,12415412.24,400
88326.45,31451.65,378765.86,7.94,property,6911066.95,83
64538.71,35863.28,537143.41,13.93,property,4598620.79,75
80187.54,63750.55,1783210.26,2.7,car,1479099.19,0
216838.07,174896.51,1125683.77,5.11,car,364894.76,0
72654.71,29066.65,1205954.91,1.77,house,8001260.77,136
382227.16,213715.45,5059132.18,4.12,property,6567587.98,9
185703.56,170440.1,4110799.72,3.5,car,1811526.4,0
357179.66,185251.11,3367426.31,8.17,property,2836888.47,0
321757.82,296743.48,3767128.63,12.36,house,9550452.08,65
123236.09,66701.44,318123.95,5.36,car,1547712.48,21
162104.98,118274.89,250029.12,2.34,car,2407814.37,47
116164.19,69220.49,1683587.4,12.28,property,3141900.02,21
31377.18,14368.95,242995.81,11.07,house,4811794.96,127
101769.98,58313.81,354256.45,4.4,car,1000896.11,15
24142.39,13213.65,269647.29,11.13,car,1535609.28,69
166524.54,118412.46,2107250.88,1.44,house,11169585.91,163
379583.0,316745.28,6115947.32,8.04,property,3663126.06,0
307356.46,166178.41,2361393.17,2.76,house,8231788.07,39
396298.69,238866.0,1180266.39,2.4,house,9480809.8,50
109840.33,39845.81,47019.48,10.97,property,7909660.74,78
366424.39,190767.68,7401563.44,5.64,property,7385258.62,0
34865.69,25691.32,58117.58,1.33,house,11263924.54,769
124375.95,99776.3,1195036.97,7.79,house,8166551.11,136
37887.65,20045.08,894724.66,6.91,property,7753643.96,175
66136.92,37985.32,980906.29,0.41,car,2116004.37,40
72719.08,68801.28,1503345.59,10.14,car,674421.2,0
92640.68,82576.75,820158.05,12.64,car,2355042.78,60
349845.65,176956.34,6590622.18,1.55,house,2513069.37,0
145145.01,104163.37,2830277.28,3.78,car,2334688.5,0
241712.22,101988.26,1852478.65,2.07,property,7158488.09,37
387017.78,231427.48,4149880.88,1.71,property,2303925.85,0
201612.19,129850.81,1357454.56,10.82,house,4548712.0,33
120248.57,63460.04,238941.44,7.82,car,1750857.71,25
299401.95,141777.22,560600.65,13.6,car,767446.04,2
274789.6,173362.08,2539453.09,6.83,house,4316929.68,15
244398.78,162913.0,5035350.96,10.65,house,11064916.88,41
269009.95,230994.59,682169.26,1.82,house,6705272.61,139
191924.12,138624.26,935149.79,5.6,car,911244.56,0
82394.6,44022.45,1720065.88,9.08,car,1314099.07,0
60725.89,25269.23,24175.61,6.45,house,1885914.37,47
